name,total,failed,success,failed_pct,success_pct,busy_time,captured_at
segotn18415-3-PROE:1,49,3,46,6.12%,,,
segotn19368-1-PROE:1,4,0,4,0.00%,,,
segotn19368-3-PROE:1,8,0,8,0.00%,,,
segotwvm1480.vcn.ds.volvo.net-CATIAV5:1,57,0,57,0.00%,,,
segotwvm1481.vcn.ds.volvo.net-CATIAV5:1,575,3,572,0.52%,,,
segotwvm1482.vcn.ds.volvo.net-CATIAV5:1,400,0,400,0.00%,,,
segotwvm1483.vcn.ds.volvo.net-CATIAV5:1,292,2,290,0.68%,,,
segotwvm1484.vcn.ds.volvo.net-CATIAV5:1,209,0,209,0.00%,,,
segotwvm1485.vcn.ds.volvo.net-CATIAV5:1,226,2,224,0.88%,,,
segotwvm1486.vcn.ds.volvo.net-CATIAV5:1,29,0,29,0.00%,,,
segotwvm1487.vcn.ds.volvo.net-CATIAV5:1,129,0,129,0.00%,,,
segotwvm1488.vcn.ds.volvo.net-CATIAV5:1,82,0,82,0.00%,,,
segotwvm1602.vcn.ds.volvo.net-CATIAV5:1,40,0,40,0.00%,,,
segotwvm1603.vcn.ds.volvo.net-CATIAV5:1,202,1,201,0.50%,,,
segotwvm1604.vcn.ds.volvo.net-CATIAV5:1,159,0,159,0.00%,,,
segotwvm1605.vcn.ds.volvo.net-CATIAV5:1,91,0,91,0.00%,,,
segotn13403-1.got.volvo.net-PROE:1,242,0,242,0.00%,,,
segotn13403-2.got.volvo.net-PROE:1,95,1,94,1.05%,,,
segotn13403-3.got.volvo.net-PROE:1,91,0,91,0.00%,,,
segotn13404-1.got.volvo.net-PROE:1,138,0,138,0.00%,,,
segotn13404-2.got.volvo.net-PROE:1,82,0,82,0.00%,,,
segotn13404-3.got.volvo.net-PROE:1,87,0,87,0.00%,,,
SEGOTN15670-1-THUMBNAIL:1,3,0,3,0.00%,,,
SEGOTN15670.vcn.ds.volvo.net-OFFICE:1,483,233,250,48.24%,,,
segotn18415-1-PROE:1,48,4,44,8.33%,,,
segotn18415-2-PROE:1,39,0,39,0.00%,,,
segotn18415-3-PROE:1,49,3,46,6.12%,,,
segotn19368-1-PROE:1,4,0,4,0.00%,,,
segotn19368-3-PROE:1,8,0,8,0.00%,,,
segotwvm1480.vcn.ds.volvo.net-CATIAV5:1,71,6,65,8.45%,,,
segotwvm1481.vcn.ds.volvo.net-CATIAV5:1,616,3,613,0.49%,,,
segotwvm1482.vcn.ds.volvo.net-CATIAV5:1,406,0,406,0.00%,,,
segotwvm1483.vcn.ds.volvo.net-CATIAV5:1,294,2,292,0.68%,,,
segotwvm1484.vcn.ds.volvo.net-CATIAV5:1,209,0,209,0.00%,,,
segotwvm1485.vcn.ds.volvo.net-CATIAV5:1,226,2,224,0.88%,,,
segotwvm1486.vcn.ds.volvo.net-CATIAV5:1,29,0,29,0.00%,,,
segotwvm1487.vcn.ds.volvo.net-CATIAV5:1,129,0,129,0.00%,,,
segotwvm1488.vcn.ds.volvo.net-CATIAV5:1,82,0,82,0.00%,,,
segotwvm1602.vcn.ds.volvo.net-CATIAV5:1,54,0,54,0.00%,,,
segotwvm1603.vcn.ds.volvo.net-CATIAV5:1,202,1,201,0.50%,,,
segotwvm1604.vcn.ds.volvo.net-CATIAV5:1,159,0,159,0.00%,,,
segotwvm1605.vcn.ds.volvo.net-CATIAV5:1,92,0,92,0.00%,,,
segotn13403-1.got.volvo.net-PROE:1,242,0,242,0.00%,,,
segotn13403-2.got.volvo.net-PROE:1,95,1,94,1.05%,,,
segotn13403-3.got.volvo.net-PROE:1,91,0,91,0.00%,,,
segotn13404-1.got.volvo.net-PROE:1,138,0,138,0.00%,,,
segotn13404-2.got.volvo.net-PROE:1,82,0,82,0.00%,,,
segotn13404-3.got.volvo.net-PROE:1,87,0,87,0.00%,,,
SEGOTN15670-1-THUMBNAIL:1,3,0,3,0.00%,,,
SEGOTN15670.vcn.ds.volvo.net-OFFICE:1,483,233,250,48.24%,,,
segotn18415-1-PROE:1,48,4,44,8.33%,,,
segotn18415-2-PROE:1,39,0,39,0.00%,,,
segotn18415-3-PROE:1,49,3,46,6.12%,,,
segotn19368-1-PROE:1,4,0,4,0.00%,,,
segotn19368-3-PROE:1,8,0,8,0.00%,,,
segotwvm1480.vcn.ds.volvo.net-CATIAV5:1,71,6,65,8.45%,,,
segotwvm1481.vcn.ds.volvo.net-CATIAV5:1,616,3,613,0.49%,,,
segotwvm1482.vcn.ds.volvo.net-CATIAV5:1,406,0,406,0.00%,,,
segotwvm1483.vcn.ds.volvo.net-CATIAV5:1,294,2,292,0.68%,,,
segotwvm1484.vcn.ds.volvo.net-CATIAV5:1,209,0,209,0.00%,,,
segotwvm1485.vcn.ds.volvo.net-CATIAV5:1,226,2,224,0.88%,,,
segotwvm1486.vcn.ds.volvo.net-CATIAV5:1,29,0,29,0.00%,,,
segotwvm1487.vcn.ds.volvo.net-CATIAV5:1,129,0,129,0.00%,,,
segotwvm1488.vcn.ds.volvo.net-CATIAV5:1,82,0,82,0.00%,,,
segotwvm1602.vcn.ds.volvo.net-CATIAV5:1,54,0,54,0.00%,,,
segotwvm1603.vcn.ds.volvo.net-CATIAV5:1,202,1,201,0.50%,,,
segotwvm1604.vcn.ds.volvo.net-CATIAV5:1,159,0,159,0.00%,,,
segotwvm1605.vcn.ds.volvo.net-CATIAV5:1,92,0,92,0.00%,,,
segotn13403-1.got.volvo.net-PROE:1,242,0,242,0.00%,,,
segotn13403-2.got.volvo.net-PROE:1,95,1,94,1.05%,,,
segotn13403-3.got.volvo.net-PROE:1,91,0,91,0.00%,,,
segotn13404-1.got.volvo.net-PROE:1,138,0,138,0.00%,,,
segotn13404-2.got.volvo.net-PROE:1,82,0,82,0.00%,,,
segotn13404-3.got.volvo.net-PROE:1,87,0,87,0.00%,,,
SEGOTN15670-1-THUMBNAIL:1,3,0,3,0.00%,,,
SEGOTN15670.vcn.ds.volvo.net-OFFICE:1,483,233,250,48.24%,,,
segotn18415-1-PROE:1,48,4,44,8.33%,,,
segotn18415-2-PROE:1,39,0,39,0.00%,,,
segotn18415-3-PROE:1,49,3,46,6.12%,,,
segotn19368-1-PROE:1,4,0,4,0.00%,,,
segotn19368-3-PROE:1,8,0,8,0.00%,,,
segotwvm1480.vcn.ds.volvo.net-CATIAV5:1,71,6,65,8.45%,,,
segotwvm1481.vcn.ds.volvo.net-CATIAV5:1,616,3,613,0.49%,,,
segotwvm1482.vcn.ds.volvo.net-CATIAV5:1,406,0,406,0.00%,,,
segotwvm1483.vcn.ds.volvo.net-CATIAV5:1,294,2,292,0.68%,,,
segotwvm1484.vcn.ds.volvo.net-CATIAV5:1,209,0,209,0.00%,,,
segotwvm1485.vcn.ds.volvo.net-CATIAV5:1,226,2,224,0.88%,,,
segotwvm1486.vcn.ds.volvo.net-CATIAV5:1,29,0,29,0.00%,,,
segotwvm1487.vcn.ds.volvo.net-CATIAV5:1,129,0,129,0.00%,,,
segotwvm1488.vcn.ds.volvo.net-CATIAV5:1,82,0,82,0.00%,,,
segotwvm1602.vcn.ds.volvo.net-CATIAV5:1,54,0,54,0.00%,,,
segotwvm1603.vcn.ds.volvo.net-CATIAV5:1,202,1,201,0.50%,,,
segotwvm1604.vcn.ds.volvo.net-CATIAV5:1,159,0,159,0.00%,,,
segotwvm1605.vcn.ds.volvo.net-CATIAV5:1,92,0,92,0.00%,,,
segotn13403-1.got.volvo.net-PROE:1,317,1,316,0.32%,,,
segotn13403-2.got.volvo.net-PROE:1,96,0,96,0.00%,,,
segotn13403-3.got.volvo.net-PROE:1,56,1,55,1.79%,,,
segotn13404-1.got.volvo.net-PROE:1,163,1,162,0.61%,,,
segotn13404-2.got.volvo.net-PROE:1,69,0,69,0.00%,,,
segotn13404-3.got.volvo.net-PROE:1,53,0,53,0.00%,,,
SEGOTN15670.vcn.ds.volvo.net-OFFICE:1,361,59,302,16.34%,,,
segotn18415-1-PROE:1,87,6,81,6.90%,,,
segotn18415-2-PROE:1,62,5,57,8.06%,,,
segotn18415-3-PROE:1,19,0,19,0.00%,,,
segotwvm1480.vcn.ds.volvo.net-CATIAV5:1,42,0,42,0.00%,,,
segotwvm1481.vcn.ds.volvo.net-CATIAV5:1,556,1,555,0.18%,,,
segotwvm1482.vcn.ds.volvo.net-CATIAV5:1,348,1,347,0.29%,,,
segotwvm1483.vcn.ds.volvo.net-CATIAV5:1,359,1,358,0.28%,,,
segotwvm1484.vcn.ds.volvo.net-CATIAV5:1,218,1,217,0.46%,,,
segotwvm1485.vcn.ds.volvo.net-CATIAV5:1,192,0,192,0.00%,,,
segotwvm1486.vcn.ds.volvo.net-CATIAV5:1,16,0,16,0.00%,,,
segotwvm1487.vcn.ds.volvo.net-CATIAV5:1,83,0,83,0.00%,,,
segotwvm1488.vcn.ds.volvo.net-CATIAV5:1,53,0,53,0.00%,,,
segotwvm1602.vcn.ds.volvo.net-CATIAV5:1,26,0,26,0.00%,,,
segotwvm1603.vcn.ds.volvo.net-CATIAV5:1,116,1,115,0.86%,,,
segotwvm1604.vcn.ds.volvo.net-CATIAV5:1,131,0,131,0.00%,,,
segotwvm1605.vcn.ds.volvo.net-CATIAV5:1,84,0,84,0.00%,,,
segotn13403-1.got.volvo.net-PROE:1,317,1,316,0.32%,,,
segotn13403-2.got.volvo.net-PROE:1,96,0,96,0.00%,,,
segotn13403-3.got.volvo.net-PROE:1,56,1,55,1.79%,,,
segotn13404-1.got.volvo.net-PROE:1,163,1,162,0.61%,,,
segotn13404-2.got.volvo.net-PROE:1,69,0,69,0.00%,,,
segotn13404-3.got.volvo.net-PROE:1,53,0,53,0.00%,,,
SEGOTN15670.vcn.ds.volvo.net-OFFICE:1,361,59,302,16.34%,,,
segotn18415-1-PROE:1,87,6,81,6.90%,,,
segotn18415-2-PROE:1,62,5,57,8.06%,,,
segotn18415-3-PROE:1,19,0,19,0.00%,,,
segotwvm1480.vcn.ds.volvo.net-CATIAV5:1,42,0,42,0.00%,,,
segotwvm1481.vcn.ds.volvo.net-CATIAV5:1,556,1,555,0.18%,,,
segotwvm1482.vcn.ds.volvo.net-CATIAV5:1,348,1,347,0.29%,,,
segotwvm1483.vcn.ds.volvo.net-CATIAV5:1,359,1,358,0.28%,,,
segotwvm1484.vcn.ds.volvo.net-CATIAV5:1,218,1,217,0.46%,,,
segotwvm1485.vcn.ds.volvo.net-CATIAV5:1,192,0,192,0.00%,,,
segotwvm1486.vcn.ds.volvo.net-CATIAV5:1,16,0,16,0.00%,,,
segotwvm1487.vcn.ds.volvo.net-CATIAV5:1,83,0,83,0.00%,,,
segotwvm1488.vcn.ds.volvo.net-CATIAV5:1,53,0,53,0.00%,,,
segotwvm1602.vcn.ds.volvo.net-CATIAV5:1,26,0,26,0.00%,,,
segotwvm1603.vcn.ds.volvo.net-CATIAV5:1,116,1,115,0.86%,,,
segotwvm1604.vcn.ds.volvo.net-CATIAV5:1,131,0,131,0.00%,,,
segotwvm1605.vcn.ds.volvo.net-CATIAV5:1,84,0,84,0.00%,,,
segotn13403-1.got.volvo.net-PROE:1,317,1,316,0.32%,,,
segotn13403-2.got.volvo.net-PROE:1,96,0,96,0.00%,,,
segotn13403-3.got.volvo.net-PROE:1,56,1,55,1.79%,,,
segotn13404-1.got.volvo.net-PROE:1,163,1,162,0.61%,,,
segotn13404-2.got.volvo.net-PROE:1,69,0,69,0.00%,,,
segotn13404-3.got.volvo.net-PROE:1,53,0,53,0.00%,,,
SEGOTN15670.vcn.ds.volvo.net-OFFICE:1,361,59,302,16.34%,,,
segotn18415-1-PROE:1,87,6,81,6.90%,,,
segotn18415-2-PROE:1,62,5,57,8.06%,,,
segotn18415-3-PROE:1,19,0,19,0.00%,,,
segotwvm1480.vcn.ds.volvo.net-CATIAV5:1,42,0,42,0.00%,,,
segotwvm1481.vcn.ds.volvo.net-CATIAV5:1,556,1,555,0.18%,,,
segotwvm1482.vcn.ds.volvo.net-CATIAV5:1,348,1,347,0.29%,,,
segotwvm1483.vcn.ds.volvo.net-CATIAV5:1,359,1,358,0.28%,,,
segotwvm1484.vcn.ds.volvo.net-CATIAV5:1,218,1,217,0.46%,,,
segotwvm1485.vcn.ds.volvo.net-CATIAV5:1,192,0,192,0.00%,,,
segotwvm1486.vcn.ds.volvo.net-CATIAV5:1,16,0,16,0.00%,,,
segotwvm1487.vcn.ds.volvo.net-CATIAV5:1,83,0,83,0.00%,,,
segotwvm1488.vcn.ds.volvo.net-CATIAV5:1,53,0,53,0.00%,,,
segotwvm1602.vcn.ds.volvo.net-CATIAV5:1,26,0,26,0.00%,,,
segotwvm1603.vcn.ds.volvo.net-CATIAV5:1,116,1,115,0.86%,,,
segotwvm1604.vcn.ds.volvo.net-CATIAV5:1,131,0,131,0.00%,,,
segotwvm1605.vcn.ds.volvo.net-CATIAV5:1,84,0,84,0.00%,,,
segotn13403-1.got.volvo.net-PROE:1,317,1,316,0.32%,,,
segotn13403-2.got.volvo.net-PROE:1,96,0,96,0.00%,,,
segotn13403-3.got.volvo.net-PROE:1,56,1,55,1.79%,,,
segotn13404-1.got.volvo.net-PROE:1,163,1,162,0.61%,,,
segotn13404-2.got.volvo.net-PROE:1,69,0,69,0.00%,,,
segotn13404-3.got.volvo.net-PROE:1,53,0,53,0.00%,,,
SEGOTN15670.vcn.ds.volvo.net-OFFICE:1,361,59,302,16.34%,,,
segotn18415-1-PROE:1,87,6,81,6.90%,,,
segotn18415-2-PROE:1,62,5,57,8.06%,,,
segotn18415-3-PROE:1,19,0,19,0.00%,,,
segotwvm1480.vcn.ds.volvo.net-CATIAV5:1,42,0,42,0.00%,,,
segotwvm1481.vcn.ds.volvo.net-CATIAV5:1,556,1,555,0.18%,,,
segotwvm1482.vcn.ds.volvo.net-CATIAV5:1,348,1,347,0.29%,,,
segotwvm1483.vcn.ds.volvo.net-CATIAV5:1,359,1,358,0.28%,,,
segotwvm1484.vcn.ds.volvo.net-CATIAV5:1,218,1,217,0.46%,,,
segotwvm1485.vcn.ds.volvo.net-CATIAV5:1,192,0,192,0.00%,,,
segotwvm1486.vcn.ds.volvo.net-CATIAV5:1,16,0,16,0.00%,,,
segotwvm1487.vcn.ds.volvo.net-CATIAV5:1,83,0,83,0.00%,,,
segotwvm1488.vcn.ds.volvo.net-CATIAV5:1,53,0,53,0.00%,,,
segotwvm1602.vcn.ds.volvo.net-CATIAV5:1,26,0,26,0.00%,,,
segotwvm1603.vcn.ds.volvo.net-CATIAV5:1,116,1,115,0.86%,,,
segotwvm1604.vcn.ds.volvo.net-CATIAV5:1,131,0,131,0.00%,,,
segotwvm1605.vcn.ds.volvo.net-CATIAV5:1,84,0,84,0.00%,,,
segotn13403-1.got.volvo.net-PROE:1,317,1,316,0.32%,,,
segotn13403-2.got.volvo.net-PROE:1,96,0,96,0.00%,,,
segotn13403-3.got.volvo.net-PROE:1,56,1,55,1.79%,,,
segotn13404-1.got.volvo.net-PROE:1,163,1,162,0.61%,,,
segotn13404-2.got.volvo.net-PROE:1,69,0,69,0.00%,,,
segotn13404-3.got.volvo.net-PROE:1,53,0,53,0.00%,,,
SEGOTN15670.vcn.ds.volvo.net-OFFICE:1,361,59,302,16.34%,,,
segotn18415-1-PROE:1,87,6,81,6.90%,,,
segotn18415-2-PROE:1,62,5,57,8.06%,,,
segotn18415-3-PROE:1,19,0,19,0.00%,,,
segotwvm1480.vcn.ds.volvo.net-CATIAV5:1,42,0,42,0.00%,,,
segotwvm1481.vcn.ds.volvo.net-CATIAV5:1,556,1,555,0.18%,,,
segotwvm1482.vcn.ds.volvo.net-CATIAV5:1,348,1,347,0.29%,,,
segotwvm1483.vcn.ds.volvo.net-CATIAV5:1,359,1,358,0.28%,,,
segotwvm1484.vcn.ds.volvo.net-CATIAV5:1,218,1,217,0.46%,,,
segotwvm1485.vcn.ds.volvo.net-CATIAV5:1,192,0,192,0.00%,,,
segotwvm1486.vcn.ds.volvo.net-CATIAV5:1,16,0,16,0.00%,,,
segotwvm1487.vcn.ds.volvo.net-CATIAV5:1,83,0,83,0.00%,,,
segotwvm1488.vcn.ds.volvo.net-CATIAV5:1,53,0,53,0.00%,,,
segotwvm1602.vcn.ds.volvo.net-CATIAV5:1,26,0,26,0.00%,,,
segotwvm1603.vcn.ds.volvo.net-CATIAV5:1,116,1,115,0.86%,,,
segotwvm1604.vcn.ds.volvo.net-CATIAV5:1,131,0,131,0.00%,,,
segotwvm1605.vcn.ds.volvo.net-CATIAV5:1,84,0,84,0.00%,,,
segotn13403-1.got.volvo.net-PROE:1,317,1,316,0.32%,,,
segotn13403-2.got.volvo.net-PROE:1,96,0,96,0.00%,,,
segotn13403-3.got.volvo.net-PROE:1,56,1,55,1.79%,,,
segotn13404-1.got.volvo.net-PROE:1,163,1,162,0.61%,,,
segotn13404-2.got.volvo.net-PROE:1,69,0,69,0.00%,,,
segotn13404-3.got.volvo.net-PROE:1,53,0,53,0.00%,,,
SEGOTN15670.vcn.ds.volvo.net-OFFICE:1,361,59,302,16.34%,,,
segotn18415-1-PROE:1,87,6,81,6.90%,,,
segotn18415-2-PROE:1,62,5,57,8.06%,,,
segotn18415-3-PROE:1,19,0,19,0.00%,,,
segotwvm1480.vcn.ds.volvo.net-CATIAV5:1,42,0,42,0.00%,,,
segotwvm1481.vcn.ds.volvo.net-CATIAV5:1,556,1,555,0.18%,,,
segotwvm1482.vcn.ds.volvo.net-CATIAV5:1,348,1,347,0.29%,,,
segotwvm1483.vcn.ds.volvo.net-CATIAV5:1,359,1,358,0.28%,,,
segotwvm1484.vcn.ds.volvo.net-CATIAV5:1,218,1,217,0.46%,,,
segotwvm1485.vcn.ds.volvo.net-CATIAV5:1,192,0,192,0.00%,,,
segotwvm1486.vcn.ds.volvo.net-CATIAV5:1,16,0,16,0.00%,,,
segotwvm1487.vcn.ds.volvo.net-CATIAV5:1,83,0,83,0.00%,,,
segotwvm1488.vcn.ds.volvo.net-CATIAV5:1,53,0,53,0.00%,,,
segotwvm1602.vcn.ds.volvo.net-CATIAV5:1,26,0,26,0.00%,,,
segotwvm1603.vcn.ds.volvo.net-CATIAV5:1,116,1,115,0.86%,,,
segotwvm1604.vcn.ds.volvo.net-CATIAV5:1,131,0,131,0.00%,,,
segotwvm1605.vcn.ds.volvo.net-CATIAV5:1,84,0,84,0.00%,,,
segotn13403-1.got.volvo.net-PROE:1,317,1,316,0.32%,,,
segotn13403-2.got.volvo.net-PROE:1,96,0,96,0.00%,,,
segotn13403-3.got.volvo.net-PROE:1,56,1,55,1.79%,,,
segotn13404-1.got.volvo.net-PROE:1,163,1,162,0.61%,,,
segotn13404-2.got.volvo.net-PROE:1,69,0,69,0.00%,,,
segotn13404-3.got.volvo.net-PROE:1,53,0,53,0.00%,,,
SEGOTN15670.vcn.ds.volvo.net-OFFICE:1,361,59,302,16.34%,,,
segotn18415-1-PROE:1,87,6,81,6.90%,,,
segotn18415-2-PROE:1,62,5,57,8.06%,,,
segotn18415-3-PROE:1,19,0,19,0.00%,,,
segotwvm1480.vcn.ds.volvo.net-CATIAV5:1,42,0,42,0.00%,,,
segotwvm1481.vcn.ds.volvo.net-CATIAV5:1,556,1,555,0.18%,,,
segotwvm1482.vcn.ds.volvo.net-CATIAV5:1,348,1,347,0.29%,,,
segotwvm1483.vcn.ds.volvo.net-CATIAV5:1,359,1,358,0.28%,,,
segotwvm1484.vcn.ds.volvo.net-CATIAV5:1,218,1,217,0.46%,,,
segotwvm1485.vcn.ds.volvo.net-CATIAV5:1,192,0,192,0.00%,,,
segotwvm1486.vcn.ds.volvo.net-CATIAV5:1,16,0,16,0.00%,,,
segotwvm1487.vcn.ds.volvo.net-CATIAV5:1,83,0,83,0.00%,,,
segotwvm1488.vcn.ds.volvo.net-CATIAV5:1,53,0,53,0.00%,,,
segotwvm1602.vcn.ds.volvo.net-CATIAV5:1,26,0,26,0.00%,,,
segotwvm1603.vcn.ds.volvo.net-CATIAV5:1,116,1,115,0.86%,,,
segotwvm1604.vcn.ds.volvo.net-CATIAV5:1,131,0,131,0.00%,,,
segotwvm1605.vcn.ds.volvo.net-CATIAV5:1,84,0,84,0.00%,,,
segotn13403-1.got.volvo.net-PROE:1,317,1,316,0.32%,,,
segotn13403-2.got.volvo.net-PROE:1,96,0,96,0.00%,,,
segotn13403-3.got.volvo.net-PROE:1,56,1,55,1.79%,,,
segotn13404-1.got.volvo.net-PROE:1,163,1,162,0.61%,,,
segotn13404-2.got.volvo.net-PROE:1,69,0,69,0.00%,,,
segotn13404-3.got.volvo.net-PROE:1,53,0,53,0.00%,,,
SEGOTN15670.vcn.ds.volvo.net-OFFICE:1,361,59,302,16.34%,,,
segotn18415-1-PROE:1,87,6,81,6.90%,,,
segotn18415-2-PROE:1,62,5,57,8.06%,,,
segotn18415-3-PROE:1,19,0,19,0.00%,,,
segotwvm1480.vcn.ds.volvo.net-CATIAV5:1,42,0,42,0.00%,,,
segotwvm1481.vcn.ds.volvo.net-CATIAV5:1,556,1,555,0.18%,,,
segotwvm1482.vcn.ds.volvo.net-CATIAV5:1,348,1,347,0.29%,,,
segotwvm1483.vcn.ds.volvo.net-CATIAV5:1,359,1,358,0.28%,,,
segotwvm1484.vcn.ds.volvo.net-CATIAV5:1,218,1,217,0.46%,,,
segotwvm1485.vcn.ds.volvo.net-CATIAV5:1,192,0,192,0.00%,,,
segotwvm1486.vcn.ds.volvo.net-CATIAV5:1,16,0,16,0.00%,,,
segotwvm1487.vcn.ds.volvo.net-CATIAV5:1,83,0,83,0.00%,,,
segotwvm1488.vcn.ds.volvo.net-CATIAV5:1,53,0,53,0.00%,,,
segotwvm1602.vcn.ds.volvo.net-CATIAV5:1,26,0,26,0.00%,,,
segotwvm1603.vcn.ds.volvo.net-CATIAV5:1,116,1,115,0.86%,,,
segotwvm1604.vcn.ds.volvo.net-CATIAV5:1,131,0,131,0.00%,,,
segotwvm1605.vcn.ds.volvo.net-CATIAV5:1,84,0,84,0.00%,,,
segotn13403-1.got.volvo.net-PROE:1,79,2,77,2.53%,,,
segotn13403-2.got.volvo.net-PROE:1,51,2,49,3.92%,,,
segotn13403-3.got.volvo.net-PROE:1,27,1,26,3.70%,,,
segotn13404-1.got.volvo.net-PROE:1,90,1,89,1.11%,,,
segotn13404-2.got.volvo.net-PROE:1,48,2,46,4.17%,,,
segotn13404-3.got.volvo.net-PROE:1,20,1,19,5.00%,,,
SEGOTN15670.vcn.ds.volvo.net-OFFICE:1,527,48,479,9.11%,,,
segotn18415-1-PROE:1,42,6,36,14.29%,,,
segotn18415-2-PROE:1,38,5,33,13.16%,,,
segotn18415-3-PROE:1,19,1,18,5.26%,,,
segotn19368-1-PROE:1,2,0,2,0.00%,,,
segotwvm1480.vcn.ds.volvo.net-CATIAV5:1,26,0,26,0.00%,,,
segotwvm1481.vcn.ds.volvo.net-CATIAV5:1,342,1,341,0.29%,,,
segotwvm1482.vcn.ds.volvo.net-CATIAV5:1,357,0,357,0.00%,,,
segotwvm1483.vcn.ds.volvo.net-CATIAV5:1,240,1,239,0.42%,,,
segotwvm1484.vcn.ds.volvo.net-CATIAV5:1,269,0,269,0.00%,,,
segotwvm1485.vcn.ds.volvo.net-CATIAV5:1,190,1,189,0.53%,,,
segotwvm1486.vcn.ds.volvo.net-CATIAV5:1,17,0,17,0.00%,,,
segotwvm1487.vcn.ds.volvo.net-CATIAV5:1,131,0,131,0.00%,,,
segotwvm1488.vcn.ds.volvo.net-CATIAV5:1,119,0,119,0.00%,,,
segotwvm1602.vcn.ds.volvo.net-CATIAV5:1,10,0,10,0.00%,,,
segotwvm1603.vcn.ds.volvo.net-CATIAV5:1,168,0,168,0.00%,,,
segotwvm1604.vcn.ds.volvo.net-CATIAV5:1,131,0,131,0.00%,,,
segotwvm1605.vcn.ds.volvo.net-CATIAV5:1,84,0,84,0.00%,,,
segotn13403-1.got.volvo.net-PROE:1,79,2,77,2.53%,,,
segotn13403-2.got.volvo.net-PROE:1,51,2,49,3.92%,,,
segotn13403-3.got.volvo.net-PROE:1,27,1,26,3.70%,,,
segotn13404-1.got.volvo.net-PROE:1,90,1,89,1.11%,,,
segotn13404-2.got.volvo.net-PROE:1,48,2,46,4.17%,,,
segotn13404-3.got.volvo.net-PROE:1,20,1,19,5.00%,,,
SEGOTN15670.vcn.ds.volvo.net-OFFICE:1,527,48,479,9.11%,,,
segotn18415-1-PROE:1,42,6,36,14.29%,,,
segotn18415-2-PROE:1,38,5,33,13.16%,,,
segotn18415-3-PROE:1,19,1,18,5.26%,,,
segotn19368-1-PROE:1,2,0,2,0.00%,,,
segotwvm1480.vcn.ds.volvo.net-CATIAV5:1,26,0,26,0.00%,,,
segotwvm1481.vcn.ds.volvo.net-CATIAV5:1,342,1,341,0.29%,,,
segotwvm1482.vcn.ds.volvo.net-CATIAV5:1,357,0,357,0.00%,,,
segotwvm1483.vcn.ds.volvo.net-CATIAV5:1,240,1,239,0.42%,,,
segotwvm1484.vcn.ds.volvo.net-CATIAV5:1,269,0,269,0.00%,,,
segotwvm1485.vcn.ds.volvo.net-CATIAV5:1,190,1,189,0.53%,,,
segotwvm1486.vcn.ds.volvo.net-CATIAV5:1,17,0,17,0.00%,,,
segotwvm1487.vcn.ds.volvo.net-CATIAV5:1,131,0,131,0.00%,,,
segotwvm1488.vcn.ds.volvo.net-CATIAV5:1,119,0,119,0.00%,,,
segotwvm1602.vcn.ds.volvo.net-CATIAV5:1,10,0,10,0.00%,,,
segotwvm1603.vcn.ds.volvo.net-CATIAV5:1,168,0,168,0.00%,,,
segotwvm1604.vcn.ds.volvo.net-CATIAV5:1,131,0,131,0.00%,,,
segotwvm1605.vcn.ds.volvo.net-CATIAV5:1,84,0,84,0.00%,,,
segotn13403-1.got.volvo.net-PROE:1,79,2,77,2.53%,,,
segotn13403-2.got.volvo.net-PROE:1,51,2,49,3.92%,,,
segotn13403-3.got.volvo.net-PROE:1,27,1,26,3.70%,,,
segotn13404-1.got.volvo.net-PROE:1,90,1,89,1.11%,,,
segotn13404-2.got.volvo.net-PROE:1,48,2,46,4.17%,,,
segotn13404-3.got.volvo.net-PROE:1,20,1,19,5.00%,,,
SEGOTN15670.vcn.ds.volvo.net-OFFICE:1,527,48,479,9.11%,,,
segotn18415-1-PROE:1,42,6,36,14.29%,,,
segotn18415-2-PROE:1,38,5,33,13.16%,,,
segotn18415-3-PROE:1,19,1,18,5.26%,,,
segotn19368-1-PROE:1,2,0,2,0.00%,,,
segotwvm1480.vcn.ds.volvo.net-CATIAV5:1,26,0,26,0.00%,,,
segotwvm1481.vcn.ds.volvo.net-CATIAV5:1,342,1,341,0.29%,,,
segotwvm1482.vcn.ds.volvo.net-CATIAV5:1,357,0,357,0.00%,,,
segotwvm1483.vcn.ds.volvo.net-CATIAV5:1,240,1,239,0.42%,,,
segotwvm1484.vcn.ds.volvo.net-CATIAV5:1,269,0,269,0.00%,,,
segotwvm1485.vcn.ds.volvo.net-CATIAV5:1,190,1,189,0.53%,,,
segotwvm1486.vcn.ds.volvo.net-CATIAV5:1,17,0,17,0.00%,,,
segotwvm1487.vcn.ds.volvo.net-CATIAV5:1,131,0,131,0.00%,,,
segotwvm1488.vcn.ds.volvo.net-CATIAV5:1,119,0,119,0.00%,,,
segotwvm1602.vcn.ds.volvo.net-CATIAV5:1,10,0,10,0.00%,,,
segotwvm1603.vcn.ds.volvo.net-CATIAV5:1,168,0,168,0.00%,,,
segotwvm1604.vcn.ds.volvo.net-CATIAV5:1,131,0,131,0.00%,,,
segotwvm1605.vcn.ds.volvo.net-CATIAV5:1,84,0,84,0.00%,,,
segotn13403-1.got.volvo.net-PROE:1,79,2,77,2.53%,,,
segotn13403-2.got.volvo.net-PROE:1,51,2,49,3.92%,,,
segotn13403-3.got.volvo.net-PROE:1,27,1,26,3.70%,,,
