Windchill WVS Job Monitor — Active Jobs Snapshot
Captured  : 20260616_233459
URL       : https://vcewindchill.got.volvo.net/Windchill/ptc1/wvs/queueMonitorMain?containerOid=OR:wt.inf.container.OrgContainer:4678&u8=1
Total rows: 50

  Ready Jobs               11 rows
  Executing Jobs            6 rows
  Failed Jobs              33 rows

POSITION  |  QUEUE          |  JOB          |  JOB_STATUS  |  NUMBER                  |  NAME                                                          |  VERSION  |  CONTEXT                        |  USER                            |  POST_JOB
--------  |  -------------  |  -----------  |  ----------  |  ----------------------  |  ------------------------------------------------------------  |  -------  |  -----------------------------  |  ------------------------------  |  --------

── READY (11) ────────────────────────────────────────
          |  LCREOQUEUE4    |  330,148,956  |  JOB FAILED  |  53905837.PRT            |  WARNING DECAL;PRESSURIZED FLUID                               |  01.2     |  CMP-Asphalt                    |  Pagnotta Fran                   |          
          |  LCATIAQUEUE5   |  330,148,731  |  JOB FAILED  |  53245019_01.CATPART     |  PLATE;SUB_ATTACHING LUG WA                                    |  01.4     |  EXC-CHW                        |  Gyusik Min                      |          
          |  LCATIAQUEUE3   |  330,148,717  |  JOB FAILED  |  SMST.CATPRODUCT         |  SMST                                                          |  01.9     |  AEnCT-Other                    |  Strådalen Mats                  |          
          |  LCATIAATB3     |  330,148,604  |  JOB FAILED  |  53469485.CATPRODUCT     |  MOCK-UP FILE;Rear fender - Basic width / Full cover / LHS;GP  |  01.15    |  WLO-Loader                     |  Pawel Tomczak                   |          
          |  LCATIAATB1     |  330,148,603  |  JOB FAILED  |  53479951.CATPRODUCT     |  BRACKET                                                       |  01.16    |  WLO-Loader                     |  Pawel Tomczak                   |          
          |  LCATIAATB2     |  330,148,596  |  JOB FAILED  |  53922402.CATPRODUCT     |  BRACKET                                                       |  01.8     |  WLO-Loader                     |  Pawel Tomczak                   |          
          |  LCATIAATB3     |  330,148,588  |  JOB FAILED  |  53922401.CATPART        |  BRACKET                                                       |  01.8     |  WLO-Loader                     |  Pawel Tomczak                   |          
          |  LCATIAATB1     |  330,148,587  |  JOB FAILED  |  53557065.CATPART        |  BRACKET                                                       |  01.16    |  WLO-Loader                     |  Pawel Tomczak                   |          
          |  LCATIAATB3     |  330,148,562  |  JOB FAILED  |  53922401.CATPART        |  BRACKET                                                       |  01.8     |  WLO-Loader                     |  Pawel Tomczak                   |          
          |  LCATIAATB1     |  330,148,560  |  JOB FAILED  |  53557065.CATPART        |  BRACKET                                                       |  01.16    |  WLO-Loader                     |  Pawel Tomczak                   |          
          |  LCREOQUEUE6    |  330,147,989  |  JOB FAILED  |  53905469.PRT            |  DECAL;WARNING; NO RIDERS                                      |  01.2     |  CMP-Asphalt                    |  Pagnotta Fran                   |          
          |  LCREOQUEUE5    |  330,147,988  |  JOB FAILED  |  53905469.DRW            |  DECAL;WARNING; NO RIDERS                                      |  01.2     |  CMP-Asphalt                    |  Pagnotta Fran                   |          
          |  MOFFICEQUEUE1  |  330,147,971  |  JOB FAILED  |  PVR_01_53478979         |  Part Version Report                                           |  01.2     |  Rigid Hauler                   |  Windchill Administrator (Site)  |          
          |  MOFFICEQUEUE1  |  330,147,970  |  JOB FAILED  |  PVR_01_53478979         |  Part Version Report                                           |  01.1     |  Rigid Hauler                   |  Windchill Administrator (Site)  |          
          |  MOFFICEQUEUE1  |  330,147,966  |  JOB FAILED  |  PVR_35_TEL0PLI12177     |  Part Version Report                                           |  01.2     |  Rigid Hauler                   |  Windchill Administrator (Site)  |          
          |  MOFFICEQUEUE1  |  330,147,965  |  JOB FAILED  |  PVR_35_TEL0PLI12177     |  Part Version Report                                           |  01.1     |  Rigid Hauler                   |  Windchill Administrator (Site)  |          
          |  LCREOQUEUE4    |  330,147,954  |  JOB FAILED  |  53261498_TIM.PRT        |  COVER;LH                                                      |  01.8     |  WLO-Loader                     |  cadadmin, cadadmin              |          
          |  MOFFICEQUEUE1  |  330,147,939  |  JOB FAILED  |  PVR_75_TEL0PLI12167     |  Part Version Report                                           |  01.2     |  Rigid Hauler                   |  Windchill Administrator (Site)  |          
          |  MOFFICEQUEUE1  |  330,147,907  |  JOB FAILED  |  PVR_75_TEL0PLI12167     |  Part Version Report                                           |  01.1     |  Rigid Hauler                   |  Windchill Administrator (Site)  |          
          |  MOFFICEQUEUE1  |  330,147,876  |  JOB FAILED  |  PVR_01_TEL0EFM11011     |  Part Version Report                                           |  01.2     |  Rigid Hauler                   |  Windchill Administrator (Site)  |          
          |  MOFFICEQUEUE1  |  330,147,875  |  JOB FAILED  |  PVR_01_TEL0EFM11011     |  Part Version Report                                           |  01.1     |  Rigid Hauler                   |  Windchill Administrator (Site)  |          
          |  MOFFICEQUEUE1  |  330,147,871  |  JOB FAILED  |  PVR_01_53477317         |  Part Version Report                                           |  01.2     |  Rigid Hauler                   |  Windchill Administrator (Site)  |          
